sha1,date,name,size
31008c4fd7f083384efd3080371367c69e581365,2022-01-01,IQE,6482175
43ebe42743be31ee4668f92c781dd1a25c657a0e,2023-01-01,WashTec,12006470
3cba5a8b0c35679b093de580736019d97ac6e2f1,2023-12-31,Independent Bank Corp.,13635311
b8680469af0fd4df7aa1e8ea2dfd7ae0335c6aeb,2022-01-01,QRTEA,13150561
bd979d360daa0da4072cb30d3a1b7fa5631ccd68,2022-12-31,Comerica Incorporated,1282613
a0e992317d08ff2182985fe129fd2b527564aeb8,2023-01-01,ArcelorMittal,18663296
30fc06beceee1bdd7f312ff08a489f81142b4202,2023-01-01,Thermo Fisher Scientific,6521483
c7fd529731820d6ea2c9b104b8b0d9da5f799cf7,2022-01-01,Hudbay,20957373
e329e2bef8a605a87d802c50095e74e0fdb985c4,2023-06-27,Under Armour,1285885
7310f11c7b57f82edcf426d7191f7c1aaf58e5a0,2022-01-01,Northrop Grumman,3945720
1451b9462de7fc773defc87129a61b5de0376e81,2022-XX-XX,BHF,21943123
ad8357d2fa066c0e6d1266afc77f95f2487e16ae,2022-00-00,Xaar plc,5987821
493c1497cd1033c346732add1f1f0de7ee7974e7,2022-01-01,ChampionX,8707028
77141fbcd220329c433c660d3e6bd8ed428fab82,2023-02-28,Aker Solutions,5185077
eeb733f3975bc03ad2f0543245d194fbc4dcaba0,2022-01-01,Andromeda Metals Limited,5392342
7cfa1145921c61589e942583630915f45e4baf73,2022-01-01,Aecon,8397645
e45acd5c31db7743aa5d68013694cace9d21da8d,2022-01-01,Woolworths Group,10448835
91ba1d46cdde9c1c0cf34f6bcc107741244f8f3d,2023-01-01,NORDIC AMERICAN TANKERS LIMITED,524021
86d8f61d62dfeb012986dc61f62d61bdaa1a650b,2023-02-06,Lear Corporation,1151614
012f718987fbea7764dddeb76af1a45905b8bd87,2022-12-31,Superior,5333569
2513b363ea6930bd10f4c517ad14ae19908731af,2023-12-31,Valens Semiconductor Ltd.,1303483
eeaa30d93161104670c9cbc067274eb1d86585ce,2022-01-01,ALXO,4796964
c5d94d1e0bcb6a43e735fdde20bc429c70547123,2023-02-28,LIZHI INC.,2922241
24afc39a77eda92b8a8614d85fd20515d0097258,2022-01-01,PLEXUS HOLDINGS PLC,2534145
1488da5d47923f618ac6bb06842eed7637404ccd,2022-01-01,Commvault,4978173
a522d707003349b00437ead8c6561c13abfa4676,2022-01-01,WRK,13439674
062d0783aaf8464ddd1a86aeede89d0bb32f9310,2022-01-01,Alpha Group International plc,10921093
56f9740d97ec60cf0eff4ebfcff3ea5130834535,2022-XX-XX,Velocys PLC,11509924
1cebca2cc229c4ab787593e34416d55226e5dd09,2023-02-22,FTAI Aviation Ltd.,1741576
304abe5193ec93c8f90cb0293e0071c1c9764341,2022-01-01,Symbio,9161963
ca972b9b4c6439951929a7d4469020a98b4a05a9,2022-12-31,TORM PLC,8058033
2c506e442c8d5b71223203139fe34964b5d7ec2e,2023-02-03,"Impinj, Inc.",1307168
cc2eb19ebbe2a09ec4b23baa6360e2c965718701,2022-XX-XX,Bowen Coking Coal,3070483
7440d86f74031130a882879ffe36d5253f7b64cd,2023-02-28,"AEMETIS, INC.",1921622
e4441f8753d6db2291aaa500fc38a6f0ea2956f5,2023-05-25,Polarean Imaging Plc,2093909
f640579f98cebbd4852b7e532a6f470cbbb27707,2022-12-31,Robert Walters Group,19883592
a29a9fcd05e5c33aed899ca3ad8e2daec9fe4208,2023-03-28,"DYADIC INTERNATIONAL, INC.",546126
5ebb0cf49962032363b6f0d2fa2f338f7f98e059,2022-01-01,Interactive Brokers,4839423
f1e8588f8e41865a5ac0280648dbf383d9fceb54,2022-11-01,Greenbrier,12016310
71ff13256ce2a138201648178e9a6616707eeb84,2023-02-21,"ExlService Holdings, Inc.",1529974
36fbdf76ac5afc8330c2534fdf46d398047e8963,2023-01-01,AGC Inc.,1368514
14c9afb70272cb6a69625fe983e6375537ac61cb,2022-12-31,Integrate,26110089
1faa2bd77a4e93402d43a46f3305f5b7ec40a3ca,2022-12-31,Baron Oil Plc,862092
746daf940fd70bbf9517e852f1a18d17a7edcee2,2023-02-28,BLACKROCK CAPITAL INVESTMENT CORPORATION,1137321
064816818c4cf8ec7c8225591e1c1d94a44d6894,2022-03-31,"NEXTGEN HEALTHCARE, INC.",680500
839156b70fa74d5564d9dc432aed8f445c9a7c36,2023-03-17,Altisource Asset Management Corporation,23648597
255382338b4d47f1d27d9165972d9deabff93b9f,2022-08-24,Domino’s Pizza Enterprises Limited,7702715
a564d688d628757bc47954d30d62d188e1a650dd,2023-03-20,"KIORA PHARMACEUTICALS, INC.",2309569
42962ceb6565523aa17c140bedf8378f73a4e7ae,2022-01-01,MTC,3632973
550101d3c32dbe49a6cbce70ff3beff0c2b9e4ba,2022-01-01,ARC Resources Ltd.,19635121
b8b4f0604a0854efedb3c408ec40a72e014534ae,2022-01-01,"Great Southern Bancorp, Inc.",9537778
c7522da7dcfac7c29021e71d8b1b470ced5143ae,2023-03-01,BioLineRx Ltd.,2085885
c43707b922c762c1ce3406bdab4497098abdf12b,2023-02-15,"Viemed Healthcare, Inc.",943079
8186982c998d0fd30fba57c911a495e89b9a4815,2022-12-31,International Personal Finance plc,6536813
f352764d41525f255a10a2c2b2b81917de8cac74,2022-01-29,"CITI TRENDS, INC.",670530
ef75cf5cd876f111f84a1f689bfc8de55875b4d6,2022-09-30,VAREX IMAGING CORPORATION,1050044
e50da83c3bc915a461ff60f44ca24853f2ea2a85,2023-03-28,TWIN VEE POWERCATS CO.,5990839
7344598e34b5433c652bc7fdf818ab4c2216f089,2022-05-26,RBC Bearings Incorporated,1799506
f130c06ab494b08ee99c1698d0822c880da368af,2023-01-01,Old Mutual,13059261
76735d280ca567d5d321d90c627ab7dfce99c3f3,2022-01-01,Leeds Group PLC,916754
c3307520d1eeeea84e846ad66ad55fe3a5ce3bf2,2022-01-01,Otis Worldwide Corporation,5573929
5bc4ad51e9407bc3c53730e7e42dadbadedb0849,2022-07-02,Go-Ahead Group Limited,2790961
17bf92abeff24fe78653d805826f29e8147f84bf,2022-10-31,Quanex Building Products Corporation,1246559
2898074fc6cd6d3336eda283bd41dead3d572dd4,2023-02-28,"Paymentus Holdings, Inc.",1807459
6dcebead0313888f4c07384431124bddcf80c09e,2023-03-30,Fathom Holdings Inc.,530517
5b3a3050c9102e9ce6668fe7371fb2ccc37f0270,2023-02-09,"HERCULES CAPITAL, INC.",1737228
ffc0089423299c7f13a355b3d1ad7e62e0410e0c,2022-02-28,"E2open Parent Holdings, Inc.",4130397
efb561d1256b1111c9743775feb346c78f098245,2022-12-31,HgCapital Trust,11476569
9bd3dca6018531e355900ae79de416f3d4973769,2023-03-10,"SENSEONICS HOLDINGS, INC.",1326659
c3fe9f3670e27d32a0cf52cb231773fdc265aad9,2023-01-01,Hill & Smith PLC,15664218
7a6e1b8041c3f3fe2570ef669a3fb5f8619b6ea3,2022-10-31,Hammer Metals Limited,5575254
27740168fc7c80a6c8c24632632385e84e8972b2,2022-01-01,Esperion,2006172
621aaf19f0e7d7805eb7ce62c29755bf9a4d1412,2022-01-01,China Mobile Limited,31941254
4db4f093e306b8a7da23447d8f1dbdf3468a7c1f,2022-12-31,"ANSYS, Inc.",7622363
14ad2350a5fe5d7534cda1fad03463012e84b5db,2022-12-31,Griffin Mining Limited,2335812
61cbb06b6a30306f45ea259e18590102f812878c,2023-02-16,"PAPA JOHN’S INTERNATIONAL, INC.",1510535
af2cf42326a1c521bb4c6137f61171234282a534,2023-03-09,"ICC Holdings, Inc.",1997204
fb6d584f426ce0817ac7c67a6c6e19f85c33557c,2022-12-31,Barkby Group Plc,2258581
8e1c5122cb0d2c3933e491e7650035f2c921d0ee,2022-01-01,EQTEC,7733941
dc136966d20fe59e2333a6fef2720d6473634a14,2022-12-31,Viva Energy Australia,6995853
0270cafec7f362e4ce661770f2a218ce17dfd365,2022-01-01,Konecranes,8379749
fbcb62974227fc5bc5708ce764679e41d2fdc03f,2023-12-31,KIDOZ INC.,1474041
af7711e2f6f2f0903a7c5d9809f53d7758e05d98,2023-02-24,"Selecta Biosciences, Inc.",2543067
ab7672e8843ad2fa77d74dd055c01ccef196aeeb,2022-12-31,SHBI,5663688
1eff357bf79fcb04fc4f19495b2d9d1bfaabc479,2022-12-31,GPC,40726623
8d377848dc1b9988ce18e889d70fa6800b383f66,2022-01-01,Landsec,10432025
23e87617687385201e44b8931c2c5226b9500957,2023-02-13,"Nasdaq, Inc.",2601052
7f8f402a60d02c2e17fee82c03eea813f734ba4b,2023-03-28,"Harbor Custom Development, Inc.",14949702
bcea739cbe8cc732f0642b9c1f90011173815759,2023-12-31,Constellium SE,109497119
7817c886a29efe6959e205cadc70470eb7dd238d,2022-12-31,NYSE_PDM,946205
cb6dce229df0848611c3ba493f88b95f6dbb80d5,2023-03-08,"4D Molecular Therapeutics, Inc.",3833479
4a8060884c852a2bfe9aedbdc81ad2b671490d95,2022-09-30,Twist Bioscience Corporation,1398661
49b92ec97d1d84fe143aa152587778854d91ae19,2022-08-31,Northern Technologies International Corporation,3909506
c8c15346e5c3fabb069ffcf7f0e46464549107b8,2022-09-30,abrdn Equity Income Trust plc,2226753
bd785f16c37fd0cfb4336861159765d0667be648,2022-01-01,Frontdoor,2044132
e18bc8196c99b27fe4107d45b48ba97a5319b380,2022-01-01,Swedish Orphan Biovitrum AB,7639719
3d77aec9c54ed9a365eaf215b3e51536f51e233e,2022-12-31,SES AI Corporation,5490924
4bb15b844728fa9421ed3fe6adceb11220ae7d63,2022-01-01,Melcor,8701687
56a25d447d599d146a53f0b93e104d3f99ffcbe7,2023-01-01,Hemogenyx Pharmaceuticals plc,887317
fb62a8eb5ee02a9ebc1ca3883e13e5341553d7e9,2023-03-02,NFI Group Inc.,5374848
42468e6f6b9b6a6b0cead9a80e630a2326e6bab5,2023-03-20,"AgeX Therapeutics, Inc.",2149583
13b89f44ec911d4d0f55fa19f2b6e5baed76a4e5,2023-03-20,Sky Harbour Group Corporation,886962
f7aa429c8c9da900bf788869c58c234a3cb6a5a4,2023-01-01,Universal Display Corporation,1528938
80a58b307120488853957d86729faaf08b5ce12d,2023-12-31,H World Group Limited,2671053
5487339c78ea4875c86d80314307554cecfacf00,2022-01-01,Betsson,25449393
1b3d977cc71c4cfd9d4ee7554dd7c7bdae1cefe9,2022-03-31,"Sonoma Pharmaceuticals, Inc.",1028286
fe8f82c634472c2582fd52421b36be30aebb99d1,2022-09-30,iFabric Corp.,137007
4c1ab19a952d62c720e7c233a4646696ff46facb,2022-01-01,Eni,10978754
7e3075adea231a5c8341079d8768338c86547bd8,2022-12-31,Latrobe Magnesium Limited,881155
ce38dcc0de13ec0823edc04abcb676fac14e7adf,2022-04-30,"Avid Bioservices, Inc.",1404112
1a12ef3f11a64e92eeca39e493a17d2860c014a6,2023-03-09,Medallion Financial Corp.,688473
caeb7dda44527232a7d459b89ed944663db6b600,2022-01-01,Ceres,5503297
e84ca139895f30cd285533e7aa87cb1e227b56e9,2023-12-31,Epwin Group Plc,22665371
605276b416309fe11dd9cb6df17a7024ed144398,2023-04-14,Reshape Lifesciences Inc.,8719792
5b01cd835e5c87d6a710f381a39cf71e9044f075,2022-01-01,Sabre Insurance Group plc,8073204
46b2133d948f8fb09a403a70767ff4e72e261810,2022-01-01,The Property Franchise Group,3132857
d56b8a69d581d6536c3aa193022a1a6b9b3ca639,2022-12-31,Valor Resources Limited,5400380
cc26eabe0f379c6bd86059f33e1a221c440b56ba,2023-03-31,Heidelberger Druckmaschinen,5042863
e7a45fed0d7ebfd13a524e7fcc443318bac654e2,2022-12-31,Duni Group,11131305
930f786cead78934d2ce7f7ca6a575d257f3ceea,2022-12-31,Dundee Precious Metals,6567996
e1b58ad4773ee144ecb357458c3f0d9d085c81ae,2023-03-21,Arcturus Therapeutics Holdings Inc.,4244201
f522591bc05de69bc10041c5f39da8b305390693,2023-02-23,"Cassava Sciences, Inc.",1976412
25ea7a5299f9f96a1291c7155d0a971369b88083,2023-02-21,"Baudax Bio, Inc.",994654
deb721859908c9d1528617b0b69c60bd20cffdad,2022-12-31,Shield Therapeutics plc,2780234
1e8d33acf6123a495c3bde902c4d693f36679bc5,2022-09-30,Polar Capital Global Healthcare Trust plc,3208773
9938e66d5f0b65c66c8a404f02c1301d32991666,2022-01-01,Xero Limited,16977811
0f13dd0f9ff6c25379fe5b4731e28f21e49b8cad,2022-01-01,NEU,1355006
b9e09f9662ba4514058dee6104ffbc4d77e6bf13,2023-03-31,GDS Holdings Limited,3993664
2efca1791287a340a7af1c3af2ab446e42001f85,2023-03-24,Evolve Transition Infrastructure LP,1439067
5de6fbc8474a0f42e65947a2e604ba0e43a5ce5f,2022-01-01,Hingham Institution for Savings,2510717
516a74f52397f7f4ab8359c17d89f018cf8d4cad,2022-01-01,VYGR,2289237
6a6e5690f5bcb14982eecbd3520bc65b210add55,2022-12-31,Superior Industries,3976265
0d3208b58f2f0757452f2eb48d99eee9a1ff28b4,2023-04-14,"JAKKS PACIFIC, INC.",1657902
099542c23c900950a3310486e5d3df4b879a30cb,2022-12-31,Asra Minerals Limited,17411814
e302250116ce54468c026b38300aa73e141dce03,2022-01-01,Integrated Research,2959764
2a6ae202ba1b6cad3bae76b85e96ae7fa437741d,2022-12-31,Winchester Energy Limited,1594566
7db7dbf8d5170ef26cc22933b1d9ae13d4a2e035,2022-12-31,SunOpta Inc.,9071576
869046f9824358cdb951faf9370a17571fbdb29b,2023-02-27,"Silversun Technologies, Inc.",869255
b3a046af442091dbade96aab0b054f1797fcf77a,2022-01-01,Laureate,1826362
e7896858ddda11e18c804095e3c428d7217f4bd4,2022-01-01,Aon,3174119
565ba7fe35df662589649a441b293c05016b47c4,2022-12-31,G8 EDUCATION LIMITED,9922461
97477429c5d76e995d19289c91ab78ffff603356,2022-12-31,BSP,15061427
b8fffa1b9338fac32f1d42e6c845e225a7f1377e,2022-01-01,Monadelphous,13163569
30f64d1043f4cb425eb636763580ae27094ffef1,2022-12-31,"1-800-Flowers.com, Inc.",6377575
86011851fc6999e1982b31620e9049995baffb0a,2023-02-23,"NexPoint Residential Trust, Inc.",1686136
4c568f020ae6d7d1f42201d345e459955454844c,2023-03-16,"FIRST WAVE BIOPHARMA, INC.",925487
ea5ece5147a1da1011e4d3a6f3f25ce007002af4,2022-12-31,CACI International Inc.,14820523
dceb961c5e151b30b11c17f7bbd1760c8ec22555,2023-03-17,"Interpace Biosciences, Inc.",6813314
fc1ed4be9964c8cb9f277cebe8bcc1ca33bfd70c,2023-04-04,ROOTS CORPORATION,1041293
89d32b1bb348d3ffc0e3acfa3d21ca9a3ed580c9,2023-02-23,"THE HARTFORD FINANCIAL SERVICES GROUP, INC.",4792918
4b3a1abd40b9371b6afbc507f246b683ad6e7e12,2022-09-30,Aristocrat Leisure Limited,4094718
23f49bfcb58a003df78ceba2513da1e6f70a48a3,2022-06-30,Hiremii Limited,2177182
d6a9362e688be17067f324b92a27a09ecfcbc203,2023-02-24,"Omega Therapeutics, Inc.",3163709
6fc126c2a9e3b8e5efddddc085f0e9c81b464941,2023-02-15,PEGASYSTEMS INC,1191412
506cbfa27ad89ca7a5176dc4a808e66d2601070a,2023-02-16,HESKA CORPORATION,1748929
e7dd960ec6fd8af157b03590862b0526eeb65918,2023-02-23,CENTURY ALUMINUM COMPANY,722054
d36b1c9384e879639af0bcccea0e6a7c0c5b4408,2022-05-01,Mayur Resources,3651596
63d7fdc8887381eb6a870b36c64b41b418805759,2023-02-17,"Black Stone Minerals, L.P.",2275692
8c840601aac6199b98d2cee656535c6cdbdfac84,2023-12-31,TCS Group Holding PLC,2450700
87a2d6618d718cbb2e9dc52544d8f335779a71f6,2023-03-08,Portman Ridge Finance Corporation,3694044
f7d1818ff95e1b72875a74fe2aa564dac2c59b2f,2022-01-01,LIONS GATE ENTERTAINMENT CORP.,1328631
7d9c02e0cedbaa6f04991af75dc3d2313cd9c280,2023-03-24,"Better Therapeutics, Inc.",2908406
afecac9971de346350a66293718e55ffd9374d12,2022-01-01,Swedbank,6766079
a0fc8dbffb77a9cae58e56656b907afec1b683e6,2022-00-00,Pets at Home Group Plc,11233321
9e8202e1ae6cd8d9c14cb79545db51e5ac3f0eac,2022-01-01,Elisa,3212517
b87f35496ecf39285f6991f2bf97b7c032da0599,2022-01-01,Morses Club PLC,2319395
fe03cc9bd8d1c6e8ac67960a1580ae38801b157e,2022-12-31,HEICD,7709376
44147852733b09c5b16b945f5d821fcdc14b876a,2023-03-28,"LogicMark, Inc.",1244596
b2fc93faecbf957b08db6ba95a1918b633e7360c,2022-XX,CML Microsystems,3674248
bb54ef15ff296aa45cec7229e8ebc7467812fc65,2022-01-01,Discover Financial Services,4008228
fef0c9e94ba8770fa90d100e8ee142b788c968bf,2023-02-16,"Alkami Technology, Inc.",1268629
667dc40282567fdc657da15d90719043e81fa9f6,2022-01-01,WHLM,1195039
5fec96ecd27d578c9e8365f8b1fd321fa7030994,2023-02-17,STAAR SURGICAL COMPANY,1388227
121bb413b421ae3dc56c08e1ab0112b670a81c5e,2022-01-01,Ocado Group,34479608
71b7fcca1c65f67671cd69bf50bfc67173ae1bab,2022-01-01,Heimstaden AB,10860899
2df362dafb9761826b8169eedb2d85f9b2887c15,2022-01-01,ASX_SPL,8253430
83be38d0229e660fae503d6ecfed09fe19ed58d7,2023-03-31,SDX Energy Plc,320926
700d41177623449f6674a5b64b100ceb06ce7e30,2022-03-31,Freedom Holding Corp.,1576954
4fccb1e1344a0e7a2040162bed303ebd8b4e28c8,2023-02-14,ATLANTIC UNION BANKSHARES CORPORATION,1403909
27356fa6f495e605125eecdfd42e126d6ce6db3a,2022-09-30,"Bridgeline Digital, Inc.",571760
d007e370af4f45a90c2532b61185535abe5d5f99,2022-01-01,Menzies Aviation,6392643
8eeb318b8747991f97ab54732044b91890f3c93f,2023-03-01,"Sigilon Therapeutics, Inc.",2656714
d02729ce5d8180b914a666bf90efc60a5c058d5c,2022-07-31,Brady Corporation,1605311
a0aefd11a0831ec7aaf67a7b058da80816ac9d1f,2023-01-31,"MediaAlpha, Inc.",2023701
ffe09201a53f82eaaf9e16a6f3046f6d9845e4de,2022-01-01,FMC Corporation,3229312
a9140583a46737a98329f353da64eedb67c8436d,2022-01-01,PEBK,2101822
340a801758153434265b0588fdcc9db81a52b00c,2023-02-17,Marin Software Incorporated,823714
937c4cdecc3dda6f941550c29e7960b24abdcf28,2022-01-01,Hoist Finance,16955277
1df838816de10a46b30048dd0fde58fa3e51672b,2023-03-15,"HTG Molecular Diagnostics, Inc.",5215198
510bca18ad5755a8819b4c35fdfa747db8a3e40f,2022-03-31,McKesson Corporation,2626255
d0ab60cc41b6e609b76dc9e9ded59fa8ad6100e9,2022-01-01,Heartland,10737860
0f61ee6242ad7aef6bf9aac412d3152bab855dc8,2022-12-31,TP ICAP,6116991
03709d47f65aef3873047a5838498bf6532e7ccd,2023-02-28,"Sterling Bancorp, Inc.",2061239
78605e143fc58fe70a475df35d1728c5b86f18a4,2023-03-17,"Priority Technology Holdings, Inc.",2581990
21b2a77bc446e402ceee8c36e02675772730cbce,2022-03-31,QinetiQ Group plc,5944908
6ea4cf60d99b82d4565a8c90b7395724214f2a26,2022-01-01,Arla,17313823
60ed765188e5af898aad72d768425c455497bd3d,2023-02-16,TopBuild Corp.,1508355
ec620a0cda27775a9f549bdb2826b2dc57329d96,2022-06-30,ACS,2081382
d5a9f50fb10f97eb86a1ea2c4ff33971425802e5,2023-12-31,XP Inc.,2909974
19d46338379ec8d130cb33bd69fed74c047a2216,2023-02-22,Organon & Co.,3221214
6da868488da357ef5a62c8ada572e8561d070619,2023-03-13,"Cano Health, Inc.",1390542
cab4915c99ff32842d77234916a3a5c52898e9df,2022-01-01,Alamo Group Inc.,718913
b163458a2131b1d36b103d418bd4fb5136357d8a,2022-01-01,Keros Therapeutics,4160940
d34a6ee4e3008dcfe16bc420c17058b6847908f2,2022-01-01,Magnis Energy Technologies Ltd.,12508924
5221db6204fbd08a9dc866f94e8a5c2af66e95a2,2022-12-29,Everyman Media Group PLC,1448521
befb128cde5dfef92b4c46eb47d6d6d6d278de1b,2023-01-01,Hardide plc,6219096
7161175ab6ae00b7f6ff35f1577f2e2ee5ff135c,2022-01-01,Genmab A/S,9409977
75a8f0cc355c7464720c7c9a72bb986978e2b6da,2023-02-22,Hanmi Financial Corporation,5260823
1a83d25f9c9b5a9dd7973c403913fdf8b9f65ffa,2022-01-31,HVPE,4307252
dfc7a3e927b0bace2d814e95e9cc06a065d58c8f,2023-02-17,"RELAY THERAPEUTICS, INC.",3715530
fca0597a6afb99e0b55fe85d9afe2df66b6d2ea9,2022-12-31,TD,7011710
9255bc33b141def93a4747e48c47144950d215e2,2022-06-30,Aus Tin Mining Limited,3272219
66bf91bbf025dde5a535f7a6cc8e3802d72ad52f,2022-01-01,HAL,19463734
5b9d4eeb183eb77caa77ceb475217ddb8f083a7f,2023-01-01,CooTek (Cayman) Inc.,2472242
51a437ec02b81ab8fa5757637db8712412005b47,2023-03-23,"Dolphin Entertainment, Inc.",9066006
db4a2b530564dc736dc65da2ed018b266b56bd35,2023-12-31,Vipshop Holdings Limited,1287479
3fa8c32cc2321c194d6379a1b51b66d43f747031,2022-12-31,LPX,6186432
d04703c313142187e61b7805d2e8b30695b455c9,2022-12-31,Impax Environmental Markets plc,2030716
be07717919fd2c452c1dbb11ba82e3a6161fed56,2023-02-16,Freshworks Inc.,2793879
9f9cece2ef1a21860373b9775a73e8cf17a6614f,2022-12-31,WOW,1301309
054c15f7a604109732550d46536c7331450413a3,2022-12-31,Fortum,1417957
39af611bdc4c7f619ecb50101b330168691d3190,2022-01-01,CARV,1541477
453c7b788521b82db8cdf46f11c127a47e93a128,2022-06-30,Stellar Resources,9391908
31b1c38120b295e01439fa1ddd00374bee0f2bb1,2023-12-31,"Tempest Therapeutics, Inc.",3248640
81440034040bb0f6a25a8c0326703113a6167284,2022-12-31,PKOH,2450437
4439230256c9ed899ac41b0164c90ad8b2502a32,2023-02-28,"AKEBIA THERAPEUTICS, INC.",2716243
7c84b0426125eb6c074d8e1820c88bc9cdec703a,2023-03-01,American Airlines Group Inc.,6997536
caf25485ae24688c7ce2eae2ee8b60b11b8081ac,2022-09-30,Adient plc,1268784
fbccd26dbd082d8edafca2f03271f77c1ba7e62f,2022-01-01,LSE-listed investment company focused solely on Vietnam,3539288
06f71f751fae9be04f21a0f29efc834f4d170bb7,2022-01-01,BrainChip Holdings Ltd,2618641
c9ce24446c17f417d4f6142c43f10f1340196400,2023-03-03,"Seres Therapeutics, Inc.",2943219
7eae9f6dd58d9e4ae2b45011f1d8cb9ee65fdeaa,2022-10-31,AIQ LIMITED,1344802
19edf4c8055e7bc44cfc677e9795d6315a1f9f72,2023-02-13,"THE CHEFS’ WAREHOUSE, INC.",1357905
0f10ea181a5a1490d3b77979bde4149f173a4f40,2023-02-17,"Marqeta, Inc.",3028794
7af63bbe589fd9c79c74737256775c200a70bac7,2023-01-01,Menhaden Resource Efficiency PLC,1610663
f9dce7d1c4caee913239b542d70c9ba391aa694b,2022-01-01,Funding Circle Holdings plc,6935107
6a9070177ee17b035b48488f2671145df5f7643d,2023-02-27,UIHC,5523097
54e625a049a1713eb5a338b64858c06d74e52489,2022-06-30,"EVI Industries, Inc.",3905236
cbcbd7a339fb8cea381c44850afd3372c9d83afa,2023-01-01,inTEST Corporation,5609554
adc283f826241404b9b88eef27ec3c98f4c3e39a,2022-06-30,THINKSMART LIMITED,1049177
0f477361889a2549d7f20a4ecaac6b738db066fe,2023-03-28,Navitas Semiconductor Corporation,1259059
ae36d7bde9fa0b11a31e1254cef9c4f1f5f2a52a,2023-01-01,NIOX Group plc,3927022
ca0033e7bd1c8f9b4ead2dcb7559363ca435b852,2022-01-01,Leading Animal Nutrition,8185981
b66d726f1fd5efffee05c3f7f73e3563a58dea5f,2023-02-06,NHC,720316
72601651039fc850e13b187e5ca9c4a4de762410,2022-01-01,Clearwater Paper Corporation,756011
5036e576c74868e5194a19e4bd1e9b9e5938cace,2022-01-01,Quarterhill Inc.,1176908
cd9a5cff72820b62644daa2ba46aeade3b9ba521,2023-02-23,Icahn Enterprises L.P.,1993775
3a6ed0464f175eaa869c16bd2b9b646eba79b6d4,2022-01-01,Forestar,398888
e940fabba85bd65e17d7dee4e0a2ddd486432597,2022-01-29,"iMedia Brands, Inc.",1602512
fffb43c9d932be0823f937d90ca43e6881f7184c,2023-03-31,"Baidu, Inc.",6337334
a4135b1df396675d6cc7c8a7302225cf2d41d1e7,2022-06-30,Dynatrace,12305435
e44d67fc6d0a8aa78cb62059e8c1a16d85286576,2022-01-01,"OCEAN POWER TECHNOLOGIES, INC.",1599199
5edad266cf495d87bf90914ab838ae0d97684cf2,2022-01-01,AFG,4258750
ff10e0da7eb987d16f51b951c7f7878d6a16c320,2022-06-30,Pluri Inc.,687808
92521ef8954fea385fc5eac52223f6327b177126,2023-12-31,Green Dot Corporation,573819
1ac50391430f8fa13a3064811c9027816fce78f6,2022-01-01,LSE_DOTD,4182372
e55efd6d15db2197a7a69283020a968b466fcd96,2023-12-31,"Revlon, Inc.",2536118
42c1c0da87e46def34062be759664d32f8696845,2022-12-31,Holmen Aktiebolag,14785882
2d53b888fdc7a1bac5f2459e9a7209f7cde90514,2022-01-01,"United-Guardian, Inc.",1674476
2dc10c9fb5f60a24b4e0f4c1511e9975a050fdb7,2022-01-01,OM Holdings Limited,23722793
7a773192b3c5c4e4811136440b988afa873a6ffa,2023-02-17,"HUB GROUP, INC.",1755423
95d77d4f0b4a4b99078c5b7c0f905aeffb61ff01,2022-12-31,"Pershing Square Holdings, Ltd.",2152766
ce85fbdf6fbaca25cd477b8c2936a034aa8a6c52,2023-03-13,"PureCycle Technologies, Inc.",902650
175e3f74e2aad1271d3eca4e7ccc98230e326e90,2022-12-31,INSPECS Group plc,9467002
2ec37f57a4d8e8b4cdda23b842151fbb2ffd9f03,2023-01-31,"Lakeland Industries, Inc.",15072713
5bad19331f863156fb6dd5e6dedffa23adf5fcec,2022-01-01,Airtel Africa plc,9820860
c112990b4fe0ce7d7bb35069554e39c7870f3373,2022-06-30,"LightPath Technologies, Inc.",1380892
afd6aba8769c70fcd80d8dc36e8b984ef484a925,2023-02-23,Gulfport Energy Corporation,1403448
2796897e3d4d2f200737b659fd219ec1ad4df8b4,2022-12-31,PetroChina Company Limited,1588396
bae3583e4f38933060388490fdfa2d3120c5ad67,2022-01-01,Chase Corporation,3590169
17dcd03dcaefa156aba5a4d2f41e226013f8f84f,2023-02-17,Xylem Inc.,845849
ac1c1b911d2a3848b52f6fabf3213a164172c883,2023-03-10,"Kezar Life Sciences, Inc.",1727918
483a80da058375aee372da44d764b0eecbe4398d,2022-01-01,"Frequency Electronics, Inc.",2455263
be34fcdc389dcc02a79d4e0333268ab2cff3f9ed,2022-01-01,BOYD GROUP SERVICES INC.,1476192
39bd91d23a4f20f82c86531bb1fd419e1ad61dde,2023-02-28,"Century Therapeutics, Inc.",3487803
daab40d515aac0468e5b90f745e257f33ee478c0,2023-01-01,Enovix Corporation,1835191
0fab9e581ce35593b7c7757796bbecd8191af006,2023-12-31,nVent Electric plc,2170922
866cbe529b43d8782c7c4a083f0b90744323ac66,2022-01-01,Partners in Excellence,2321349
468e1e0a3ac448530124417797242b7e5c0db17d,2022-01-01,Southern Copper Corporation,3614358
96042851b5602618e379d09811ea529974971eba,2022-01-01,Sezzle,6799529
b90db71a62a1ebefcca87fc75da9be57afdeaf92,2023-02-23,Plug Power Inc.,1642180
14e469e0b642b3d1489c3af9b2596184719fb580,2023-02-24,"Desktop Metal, Inc.",1155455
661957f78c3c3037df689c4dfb6a61b611a16728,2022-01-31,Webster Financial Corporation,1906041
